"(origen,destino)",900002,900003,900004,900005,900006,900007,900008,900009,900010,900011,900012,900013,900014,900015,900016,900017,150020,150024,150025,150029,150031,150033,150037,150039,150057,150058,150060,150070,150081,150099,150104,150109,150121,150122
900002,3877,209,174,743,72,0,0.0,0.0,152,0.0,0.0,0,0,646,316,0,0.0,0.0,0.0,0.0,0.0,197.0,0,0.0,48,0,0.0,0.0,63.0,0.0,301,0.0,188.0,137
900003,209,16841,34,722,355,1705,879.0,124.0,1235,2619.0,1002.0,1583,1258,1007,151,693,132.0,0.0,0.0,0.0,543.0,679.0,0,45.0,0,1187,0.0,132.0,0.0,402.0,212,302.0,0.0,0
900004,174,34,6962,61,0,193,0.0,0.0,1117,95.0,0.0,0,170,0,1793,0,143.0,0.0,0.0,0.0,0.0,96.0,722,86.0,0,0,0.0,0.0,0.0,0.0,146,0.0,0.0,0
900005,638,758,61,19147,0,79,0.0,0.0,81,588.0,106.0,75,328,199,226,446,105.0,0.0,0.0,0.0,351.0,2659.0,182,51.0,0,2362,0.0,0.0,0.0,0.0,4120,123.0,0.0,0
900006,0,293,0,0,843,477,0.0,0.0,0,151.0,0.0,0,62,142,0,118,0.0,0.0,0.0,0.0,184.0,167.0,0,0.0,0,566,0.0,0.0,0.0,0.0,0,0.0,106.0,92
900007,0,2327,193,94,97,19241,0.0,0.0,297,3871.0,71.0,108,358,818,205,827,0.0,0.0,57.0,119.0,527.0,119.0,0,407.0,0,1972,0.0,442.0,0.0,0.0,0,0.0,184.0,0
900008,0,569,0,0,0,0,2587.0,0.0,1433,0.0,1031.0,0,303,0,141,0,0.0,0.0,0.0,0.0,0.0,93.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
900009,0,124,0,0,0,0,0.0,350.0,0,266.0,124.0,130,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
900010,152,1308,1029,81,0,205,657.0,0.0,7497,423.0,869.0,0,1851,342,1378,355,0.0,0.0,111.0,0.0,0.0,242.0,0,0.0,0,80,60.0,0.0,0.0,0.0,0,0.0,281.0,0
900011,0,3657,95,400,74,4003,0.0,175.0,387,42569.0,501.0,1509,515,1226,688,0,0.0,0.0,419.0,0.0,0.0,0.0,0,118.0,0,0,0.0,0.0,0.0,0.0,0,83.0,0.0,644
900012,0,1529,0,106,0,265,657.0,124.0,617,370.0,9468.0,1324,0,100,114,0,0.0,0.0,0.0,0.0,0.0,0.0,155,321.0,165,127,0.0,0.0,0.0,0.0,0,0.0,0.0,0
900013,0,1526,0,75,0,94,0.0,130.0,72,1262.0,1446.0,18902,87,648,108,0,0.0,0.0,248.0,0.0,0.0,0.0,0,0.0,103,75,0.0,0.0,0.0,0.0,0,0.0,0.0,0
900014,113,1513,268,106,0,572,216.0,0.0,1872,624.0,226.0,0,1667,1042,247,187,85.0,0.0,0.0,0.0,376.0,216.0,0,170.0,0,50,0.0,0.0,0.0,0.0,0,0.0,0.0,83
900015,646,1377,0,402,0,726,0.0,0.0,220,829.0,100.0,756,786,2004,316,0,0.0,0.0,86.0,0.0,769.0,166.0,0,309.0,187,435,0.0,532.0,0.0,0.0,0,139.0,0.0,395
900016,309,151,1793,252,0,205,0.0,0.0,1483,359.0,114.0,108,247,316,6145,0,93.0,0.0,0.0,0.0,718.0,86.0,140,198.0,1853,234,0.0,0.0,0.0,0.0,111,141.0,137.0,0
900017,0,701,0,694,154,935,0.0,0.0,114,78.0,238.0,0,187,0,0,5296,0.0,0.0,118.0,0.0,746.0,134.0,0,163.0,0,345,0.0,132.0,0.0,0.0,0,232.0,104.0,94
150020,0,132,143,105,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,4861.0,63.0,0.0,0.0,0.0,695.0,0,0.0,0,0,0.0,0.0,100.0,0.0,91,2012.0,118.0,0
150024,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,63.0,1355.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,318.0,101.0,0
150025,0,0,0,0,0,129,0.0,0.0,111,372.0,76.0,248,0,148,0,0,0.0,0.0,4534.0,79.0,0.0,0.0,0,705.0,0,274,0.0,0.0,0.0,0.0,0,0.0,0.0,987
150031,0,393,0,351,184,679,0.0,0.0,133,0.0,148.0,0,526,1110,718,523,0.0,0.0,51.0,2111.0,29432.0,0.0,0,127.0,118,2324,0.0,542.0,0.0,321.0,0,0.0,0.0,0
150033,213,695,96,2746,167,0,93.0,0.0,137,0.0,0.0,93,102,508,267,408,431.0,0.0,0.0,0.0,0.0,25683.0,0,0.0,161,778,0.0,0.0,557.0,0.0,142,616.0,0.0,0
150037,0,0,722,182,0,0,145.0,0.0,0,0.0,0.0,0,0,0,70,0,0.0,0.0,0.0,0.0,0.0,0.0,3320,144.0,239,0,0.0,0.0,0.0,0.0,0,0.0,108.0,0
150039,0,108,86,51,0,770,126.0,0.0,90,118.0,272.0,0,170,479,198,142,0.0,0.0,929.0,169.0,0.0,0.0,144,23991.0,72,185,0.0,284.0,0.0,177.0,98,0.0,0.0,1110
150057,48,0,162,0,0,0,0.0,0.0,0,0.0,165.0,103,0,187,1956,89,0.0,0.0,0.0,75.0,118.0,161.0,348,0.0,16301,0,0.0,0.0,63.0,0.0,1044,477.0,189.0,0
150058,134,1332,0,2748,426,2702,0.0,0.0,80,0.0,127.0,75,50,491,368,460,0.0,0.0,274.0,0.0,1868.0,947.0,0,144.0,0,45306,0.0,1028.0,0.0,153.0,0,0.0,0.0,115
150060,81,0,0,0,0,0,0.0,0.0,60,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100,0,3501.0,0.0,0.0,0.0,0,0.0,0.0,0
150081,63,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,752.0,0,0.0,63,0,0.0,0.0,7693.0,46.0,0,0.0,0.0,0
150099,0,402,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,321.0,109.0,0,177.0,0,115,0.0,106.0,46.0,1091.0,0,0.0,0.0,0
150104,215,212,146,3882,0,0,0.0,0.0,0,0.0,143.0,0,0,100,111,0,0.0,0.0,0.0,0.0,103.0,142.0,0,0.0,659,57,0.0,0.0,0.0,0.0,9206,616.0,349.0,0
150109,0,302,0,383,0,0,0.0,0.0,239,83.0,0.0,0,0,139,141,232,1774.0,195.0,0.0,0.0,0.0,737.0,0,0.0,477,0,0.0,0.0,0.0,0.0,461,15646.0,931.0,0
150121,188,0,0,0,106,92,0.0,0.0,127,0.0,0.0,87,0,0,137,104,0.0,101.0,0.0,0.0,0.0,0.0,108,0.0,260,0,0.0,0.0,0.0,90.0,349,1134.0,10296.0,0
