0.000000000000000000e+00 5.014427200000000084e-01 1.954786659999999898e+00 1.978875900000000021e-01 1.476914800000000139e-01 1.605907799999999885e-01 1.612734100000000059e-01 6.404701999999999618e-02
5.000000000000000104e-03 4.594673754170208180e-01 1.959635621432467945e+00 1.848736223381121369e-01 1.940279211339283605e-01 1.740178282860346259e-01 1.056230336006069859e-01 6.090337314351951248e-02
1.000000000000000021e-02 4.036045512891083820e-01 1.936490673766460668e+00 1.789867093379562679e-01 2.051267355785309221e-01 1.820646941941947150e-01 2.247821131354226787e-01 6.582871630789606521e-02
1.499999999999999944e-02 4.828553019123901224e-01 2.008539631182922225e+00 1.628170358917367389e-01 2.425097573880792834e-01 1.918630718559976300e-01 1.123286064472203138e-01 6.694318616446250092e-02
2.000000000000000042e-02 3.799492089605371326e-01 2.152255514939134695e+00 1.767160427547228851e-01 2.538277622673121292e-01 1.964434187762559569e-01 2.030296509945228034e-01 6.806465899575100953e-02
2.500000000000000139e-02 3.413367049794883146e-01 1.989951401409250531e+00 1.775440214621383517e-01 2.612743779143522627e-01 1.958035604390055695e-01 1.911112420078877050e-01 6.603971352393181449e-02
2.999999999999999889e-02 3.355143545286097817e-01 2.053563137252963688e+00 1.662043190779457225e-01 2.735015766195040277e-01 1.933332040164397747e-01 1.479591926618006592e-01 6.542095270416599384e-02
3.500000000000000333e-02 2.828810517151971182e-01 2.062301551782316444e+00 1.626861241985784468e-01 2.797420506460220335e-01 2.034499428171764879e-01 4.418614608740460969e-01 6.869897567636810976e-02
4.000000000000000083e-02 2.595562150528553103e-01 2.062236457281229285e+00 1.873550889610925974e-01 2.968291226428377283e-01 1.925052893351222871e-01 4.578599174035257180e-01 6.721169609457285088e-02
4.499999999999999833e-02 2.243935678387107557e-01 2.137378870449926804e+00 1.708419406526126838e-01 3.107061791880356139e-01 1.809069340947073445e-01 2.446161401944930425e-01 6.642501808129212815e-02
5.000000000000000278e-02 1.556029861029420425e-01 2.070994261402930636e+00 1.735974659059099923e-01 3.067135065661471538e-01 1.879452087780920655e-01 4.900901236532602678e-01 7.045698494687724356e-02
5.500000000000000028e-02 2.326342342953096332e-01 1.935515713568964458e+00 1.606856630155159560e-01 3.045642369150795004e-01 1.805622993658330955e-01 4.145169211792903430e-01 6.928609254857390209e-02
5.999999999999999778e-02 1.281786605485954744e-01 1.974911031902645053e+00 1.700114856286451814e-01 3.055113328284013163e-01 1.861993230611068972e-01 5.217274542450944796e-01 6.971654802793636474e-02
6.500000000000000222e-02 2.047223846317354490e-01 1.942203166872614517e+00 1.789750210712076905e-01 3.154376817915319209e-01 1.807615426172072270e-01 4.030823120220013989e-01 7.317429591971301439e-02
7.000000000000000666e-02 1.331666204159523970e-01 1.972004908325647898e+00 1.741288175689972018e-01 3.161722511925705859e-01 1.844174652863211361e-01 4.809411483449245184e-01 7.531072372220015687e-02
7.499999999999999722e-02 1.883540944085089763e-01 1.939350247073740485e+00 1.778157500362963772e-01 3.308712341530932188e-01 1.730414846972227472e-01 5.652296447527636047e-01 7.599839961399736110e-02
8.000000000000000167e-02 1.631331805904378818e-01 1.914765089437843404e+00 1.738536313375692866e-01 3.491881182869925881e-01 1.727139973475832202e-01 7.718206848287211264e-01 7.753274170330748394e-02
