4.179999999999999716e+00 9.117244187127074295e-02 2.207939554584195996e+00
3.689999999999999947e+00 1.194632859257546836e-01 2.133196484966746631e+00
5.780000000000000249e+00 1.934953642313462230e-01 7.070598571759161011e-02
1.250000000000000000e+00 1.697248174876430649e-01 1.067394903638807069e+00
6.935000000000000497e+00 2.004519404762903356e-01 1.601537449307687822e-01
6.015000000000000568e+00 1.300668677635282433e-01 2.199371296329732051e+00
5.634999999999999787e+00 1.561340259794078422e-01 1.463819006793648958e+00
8.285000000000000142e+00 1.458854090867470199e-01 1.743009385491478547e+00
3.234999999999999876e+00 1.378741145908765064e-01 1.492556489637124173e+00
5.525000000000000355e+00 1.271118644952085874e-01 1.638868993591014789e+00
5.049999999999999822e+00 8.540726138269168211e-02 2.571596049294852193e+00
5.000000000000000278e-02 1.879452087780920655e-01 4.900901236532602678e-01
6.080000000000000071e+00 1.192955125706471053e-01 2.548774213401383548e+00
5.410000000000000142e+00 9.794347172696556136e-02 2.096576250569067490e+00
9.699999999999999734e-01 1.512990425359604652e-01 1.437964170111115214e+00
4.770000000000000462e+00 1.427871952128077770e-01 1.563070193462571922e+00
8.134999999999999787e+00 1.919283757277970570e-01 1.002534448301126979e-01
8.560000000000000497e+00 8.662153924600281274e-02 2.717014665297834419e+00
4.990000000000000213e+00 9.196019794236737210e-02 2.543701546521793588e+00
4.400000000000000022e-01 9.344113994142340396e-02 2.501927614236366892e+00
9.450000000000001066e+00 1.435518086858588449e-01 1.809980904027204796e+00
7.174999999999999822e+00 1.294184761824054009e-01 2.233706371663272794e+00
3.695000000000000284e+00 1.249034763696732775e-01 2.458774343913566529e+00
4.615000000000000213e+00 1.994052891626662827e-01 9.633081465896418949e-02
8.064999999999999503e+00 1.905526512074386392e-01 5.277955847426744063e-01
6.325000000000000178e+00 7.068222433743556743e-02 2.499574589981412132e+00
8.605000000000000426e+00 8.469228004145668010e-02 2.635498204481508289e+00
5.299999999999999822e+00 8.195974885178571034e-02 2.355860000012566680e+00
5.379999999999999893e+00 9.838945370800657175e-02 2.183212746551778771e+00
1.645000000000000018e+00 8.053326792141286827e-02 2.490899342423330776e+00
6.190000000000000391e+00 9.395111643917279654e-02 2.654364842600850594e+00
1.765000000000000124e+00 7.703750945558804353e-02 2.412999227201240604e+00
3.680000000000000160e+00 1.260409837547809275e-01 2.171623121633758924e+00
7.500000000000000000e-01 9.766477135107171081e-02 2.127169928436267288e+00
1.880000000000000115e+00 9.130171576068198125e-02 1.977176418919999401e+00
1.564999999999999947e+00 9.230676009153020167e-02 2.558691819122331790e+00
5.360000000000000320e+00 9.237283387458897210e-02 2.167364135709689776e+00
6.834999999999999964e+00 1.653186322642989647e-01 1.237655927120002053e+00
6.299999999999999822e+00 7.972959767760971761e-02 2.361030490218230415e+00
7.080000000000000071e+00 1.591797588979994293e-01 1.373184055939892012e+00
8.855000000000000426e+00 8.660767304866646976e-02 2.073921678323563444e+00
3.490000000000000213e+00 1.843348727893175110e-01 3.912188155328537587e-01
3.845000000000000195e+00 9.471776163582742991e-02 2.614941177075155387e+00
7.520000000000000462e+00 7.732183167078514330e-02 2.672380123841482380e+00
6.275000000000000355e+00 8.166774769715576254e-02 2.486828217657649720e+00
1.000000000000000021e-02 1.820646941941947150e-01 2.247821131354226787e-01
5.440000000000000391e+00 1.091201609747231432e-01 2.064241238061503836e+00
2.300000000000000266e+00 1.984706305935403647e-01 2.267787593375874544e-01
6.379999999999999893e+00 7.737852398395053677e-02 2.473649363855283667e+00
1.885000000000000009e+00 8.870376569668091127e-02 1.990287946503989103e+00
2.819999999999999840e+00 7.410855629447389570e-02 2.487874635885662489e+00
8.630000000000000782e+00 7.782167581800668310e-02 2.502887327492117286e+00
3.729999999999999982e+00 1.198058421295380704e-01 2.468074219476746656e+00
2.444999999999999840e+00 1.557708388230873708e-01 1.733484395928852395e+00
4.499999999999999833e-02 1.809069340947073445e-01 2.446161401944930425e-01
3.135000000000000231e+00 1.053496797179655636e-01 1.863694210841714938e+00
8.050000000000000488e-01 1.029802960787596089e-01 1.867034797572408422e+00
4.254999999999999893e+00 1.051144344334424829e-01 1.925205102829265158e+00
9.105000000000000426e+00 1.505636259762613838e-01 1.518925561169254035e+00
8.710000000000000853e+00 8.053395889666641050e-02 2.506002676332134360e+00
6.205000000000000071e+00 1.000695787834757766e-01 2.651641274466014053e+00
2.839999999999999858e+00 8.392901448587024305e-02 2.456169703547862238e+00
9.484999999999999432e+00 1.332956475760082304e-01 1.925222529761921209e+00
5.429999999999999716e+00 1.126415631470906176e-01 2.026755042669385443e+00
3.790000000000000036e+00 1.014788521321164233e-01 2.525919213245896522e+00
7.089999999999999858e+00 1.498710155255328913e-01 1.471143083686733188e+00
1.310000000000000053e+00 1.464828214588729249e-01 1.719734459212996613e+00
3.794999999999999929e+00 1.027812041884422350e-01 2.587175816967490327e+00
8.399999999999999689e-01 1.135059176051047419e-01 1.740562291397830030e+00
7.140000000000000568e+00 1.329549500082321256e-01 1.982458966923723809e+00
6.195000000000000284e+00 9.257126017346378744e-02 2.800396816051633486e+00
5.750000000000000666e-01 8.450982856086414197e-02 2.275388296873566141e+00
9.285000000000000142e+00 1.937003238712917685e-01 2.473918111489040728e-01
9.915000000000000924e+00 6.920993065370716069e-02 2.365782018350346405e+00
