4.200000000000000178e+00 2.351666530198367688e+00
5.340000000000000568e+01 1.692092311868445442e+00
4.210000000000000142e+01 1.878989542750325814e+00
8.700000000000001066e+00 2.499488909413720261e+00
4.700000000000000000e+01 1.805771188856487797e+00
2.830000000000000071e+01 2.169008576482181372e+00
5.430000000000000426e+01 1.718617937180105359e+00
2.090000000000000213e+01 2.244488918579636394e+00
3.070000000000000284e+01 2.091209259530510955e+00
3.500000000000000000e+01 2.035525869365647722e+00
9.300000000000000711e+00 2.450448667474031783e+00
1.600000000000000089e+00 1.175938900150093280e+00
2.770000000000000284e+01 2.171879625794433277e+00
4.310000000000000142e+01 1.902214048879760089e+00
2.000000000000000000e+01 2.302608259344420816e+00
4.430000000000000426e+01 1.863081631036715535e+00
4.540000000000000568e+01 1.875710551891982547e+00
4.580000000000000426e+01 1.817572962266934766e+00
5.890000000000000568e+01 1.611060971444193024e+00
3.040000000000000213e+01 2.112471587814410690e+00
4.820000000000000284e+01 1.823997355571567835e+00
1.120000000000000107e+01 2.386657941111496317e+00
5.600000000000000000e+01 1.621619177546156809e+00
2.260000000000000142e+01 2.265126653591420514e+00
2.470000000000000284e+01 2.212194758986333998e+00
6.300000000000000711e+00 2.490512096586351642e+00
2.940000000000000213e+01 2.143187338977925904e+00
1.500000000000000000e+01 2.389838712501962004e+00
1.320000000000000107e+01 2.419539258147297645e+00
1.230000000000000071e+01 2.423828085009459787e+00
3.430000000000000426e+01 2.064852778052804982e+00
1.910000000000000142e+01 2.299858997572926445e+00
2.490000000000000213e+01 2.197187207366677164e+00
4.610000000000000142e+01 1.835747936895958610e+00
4.920000000000000284e+01 1.765678172887692021e+00
4.400000000000000000e+01 1.850493777088545233e+00
1.580000000000000071e+01 2.376859217321719342e+00
7.200000000000000178e+00 2.492430031001267476e+00
5.290000000000000568e+01 1.678159681767408484e+00
5.110000000000000142e+01 1.754607151271639687e+00
5.030000000000000426e+01 1.773939993566084006e+00
4.880000000000000426e+01 1.809218789822410578e+00
7.800000000000000711e+00 2.484101305950749072e+00
2.690000000000000213e+01 2.173472806357239495e+00
2.950000000000000000e+01 2.137375428300731794e+00
3.650000000000000000e+01 1.986268371711313652e+00
3.910000000000000142e+01 1.947581230905450766e+00
1.160000000000000142e+01 2.471666242566482374e+00
1.810000000000000142e+01 2.342833024925663477e+00
4.620000000000000284e+01 1.808638788582064949e+00
1.640000000000000213e+01 2.365862185608605284e+00
1.400000000000000133e+00 1.051844585520265607e+00
4.800000000000000711e+00 2.429309744219303013e+00
5.120000000000000284e+01 1.756671703135364249e+00
5.510000000000000142e+01 1.679544795931510848e+00
1.830000000000000071e+01 2.314153408631751230e+00
1.280000000000000071e+01 2.402971903292735245e+00
1.940000000000000213e+01 2.314945734213215367e+00
3.560000000000000142e+01 1.992820634650506406e+00
3.700000000000000000e+01 1.998612837529651465e+00
7.500000000000000000e+00 2.485978898914150470e+00
3.300000000000000000e+01 2.071597473862321070e+00
2.420000000000000284e+01 2.215649227942165567e+00
3.420000000000000284e+01 2.021155399503694383e+00
2.110000000000000142e+01 2.284593741809107126e+00
1.970000000000000284e+01 2.258693571305132597e+00
2.900000000000000000e+01 2.141810993344959169e+00
1.619999999999999929e+01 2.339039715401271202e+00
4.299999999999999822e+00 2.323451828198204616e+00
3.130000000000000071e+01 2.104612792592048809e+00
4.930000000000000426e+01 1.811816142275329833e+00
2.990000000000000213e+01 2.114166733232518691e+00
5.700000000000000000e+01 1.636866026992590761e+00
1.300000000000000044e+00 9.940461078580062892e-01
5.270000000000000284e+01 1.737116403723455438e+00
4.870000000000000284e+01 1.819882451218975294e+00
2.080000000000000071e+01 2.295710273715192429e+00
3.380000000000000426e+01 2.048221582495242554e+00
1.040000000000000036e+01 2.457857312023036034e+00
2.920000000000000284e+01 2.131695335345863196e+00
3.020000000000000284e+01 2.093764634622290455e+00
4.400000000000000355e+00 2.332684505465117741e+00
1.060000000000000142e+01 2.435806221493666435e+00
5.870000000000000284e+01 1.597967906703001706e+00
1.760000000000000142e+01 2.344559991321208514e+00
3.900000000000000355e+00 2.302606021752560128e+00
1.450000000000000000e+01 2.413945065544016000e+00
5.400000000000000355e+00 2.440957429325040451e+00
1.050000000000000000e+01 2.456224526337470238e+00
5.070000000000000284e+01 1.747732440478755755e+00
4.680000000000000426e+01 1.830170400087537841e+00
5.500000000000000000e+01 1.693561678352758060e+00
1.890000000000000213e+01 2.338871489814074778e+00
5.520000000000000284e+01 1.654643666902672727e+00
9.099999999999999645e+00 2.506138744554178288e+00
8.800000000000000711e+00 2.481246858071213257e+00
6.000000000000000888e-01 4.516384586024541070e-01
3.530000000000000426e+01 2.056660057615345760e+00
2.570000000000000284e+01 2.209056250761840090e+00
3.970000000000000284e+01 1.940650093703430112e+00
4.280000000000000426e+01 1.899957893478197102e+00
9.600000000000001421e+00 2.484166163444153419e+00
3.180000000000000071e+01 2.062531709714569672e+00
2.800000000000000000e+01 2.188890349671816615e+00
2.730000000000000071e+01 2.184188394219698015e+00
1.420000000000000107e+01 2.392130095606455509e+00
4.180000000000000426e+01 1.919928482459371422e+00
5.200000000000000178e+00 2.432444209331832585e+00
1.090000000000000036e+01 2.437050790637278919e+00
5.980000000000000426e+01 1.561016297983727430e+00
4.700000000000000178e+00 2.395562563837981163e+00
4.100000000000000533e+00 2.306823213334732614e+00
5.230000000000000426e+01 1.752475099275196291e+00
7.400000000000000355e+00 2.493581020579878071e+00
1.669999999999999929e+01 2.362799814987845526e+00
3.250000000000000000e+01 2.063866135967165061e+00
4.350000000000000000e+01 1.863754582881440802e+00
2.010000000000000142e+01 2.330774652407529679e+00
7.000000000000000000e+00 2.495817355435181462e+00
3.000000000000000444e-01 2.208810979372166916e-01
0.000000000000000000e+00 0.000000000000000000e+00
5.990000000000000568e+01 1.604285951669654597e+00
