116000 [1.360e-01, 7.772e+00, 9.453e+00, 4.821e-01, 6.234e-03, 7.454e+00, 2.584e+01, 2.072e-02, 6.201e-01]
117000 [1.355e-01, 7.749e+00, 9.443e+00, 4.762e-01, 6.294e-03, 7.497e+00, 2.659e+01, 1.896e-02, 6.217e-01]
118000 [1.350e-01, 7.723e+00, 9.431e+00, 4.638e-01, 6.079e-03, 7.507e+00, 2.739e+01, 1.741e-02, 6.240e-01]
119000 [1.346e-01, 7.701e+00, 9.424e+00, 4.604e-01, 5.519e-03, 7.482e+00, 2.916e+01, 1.609e-02, 6.292e-01]
120000 [1.339e-01, 7.676e+00, 9.412e+00, 4.561e-01, 4.947e-03, 7.448e+00, 2.988e+01, 1.503e-02, 6.344e-01]
121000 [1.336e-01, 7.653e+00, 9.405e+00, 4.571e-01, 4.351e-03, 7.407e+00, 3.116e+01, 1.396e-02, 6.433e-01]
122000 [1.324e-01, 7.617e+00, 9.379e+00, 4.731e-01, 3.397e-03, 7.423e+00, 2.845e+01, 1.323e-02, 6.428e-01]
123000 [1.322e-01, 7.604e+00, 9.378e+00, 4.839e-01, 3.505e-03, 7.526e+00, 2.881e+01, 1.246e-02, 6.420e-01]
124000 [1.318e-01, 7.582e+00, 9.372e+00, 4.829e-01, 3.683e-03, 7.623e+00, 2.829e+01, 1.142e-02, 6.438e-01]
125000 [1.314e-01, 7.557e+00, 9.361e+00, 4.816e-01, 3.850e-03, 7.708e+00, 2.757e+01, 1.025e-02, 6.442e-01]
126000 [1.310e-01, 7.535e+00, 9.354e+00, 4.791e-01, 3.993e-03, 7.783e+00, 2.688e+01, 9.094e-03, 6.458e-01]
127000 [1.283e-01, 7.483e+00, 9.312e+00, 4.522e-01, 3.576e-03, 7.793e+00, 2.405e+01, 8.290e-03, 6.456e-01]
128000 [1.284e-01, 7.479e+00, 9.316e+00, 4.758e-01, 3.469e-03, 7.845e+00, 2.450e+01, 7.779e-03, 6.418e-01]
129000 [1.283e-01, 7.467e+00, 9.317e+00, 4.739e-01, 3.552e-03, 7.870e+00, 2.540e+01, 7.081e-03, 6.395e-01]
