Fecha\ Clave,150020,150024,150025,150031,150033,150037,150039,150057,150058,150060,150070,150081,150099,150104,150109,150121,150122,900002,900003,900004,900005,900006,900007,900008,900009,900010,900011,900012,900013,900014,900015,900016,900017,900106,900999
18-mar,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
22-mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
23-mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
